chunk_id,source_file,start_page,end_page,heading,chunk_index,word_count,text
Singapore Major depressive disorder achieving and sustaining remission (Mar 2025).pdf::p7-7::s0013::recommendation-4::c1,Singapore Major depressive disorder achieving and sustaining remission (Mar 2025).pdf,7,7,Recommendation 4,1,126,"Recommendation 4 For patients with moderately severe or severe MDD: a) Offer a combination of a second-generation antidepressant with psychotherapy, or psychotherapy alone. b) Consider a second-generation antidepressant when psychotherapy is not feasible or acceptable. Preferred treatment of moderately severe and severe MDD Combining a second-generation antidepressant with psychotherapy, or psychotherapy alone, are preferred for treating moderately severe and severe MDD, given greater efficacy and more favourable benefit-risk balance respectively (Recommendation 4a). Nonetheless, similar to mild to moderate MDD, some patients may be unwilling or unable to engage in psychotherapy. In these cases, treatment with a second-generation antidepressant on its own is an accepted alternative (Recommendation 4b). Co-management or referral to a specialist may be required, especially for severe MDD, depending on the healthcare professional's experience."
Singapore Major depressive disorder achieving and sustaining remission (Mar 2025).pdf::p7-7::s0014::first-and-second-generation-antidepressants::c1,Singapore Major depressive disorder achieving and sustaining remission (Mar 2025).pdf,7,7,First and second-generation antidepressants,1,118,"First and second-generation antidepressants First-generation antidepressants refer to tricyclic antidepressants (TCAs) and monoamine oxidase inhibitors (MAOIs), while second-generation antidepressants include selective serotonin reuptake inhibitors (SSRIs), serotonin-norepinephrine reuptake inhibitors (SNRIs), and other newer agents. Second-generation antidepressants are recommended as the first-line antidepressants for treatment of MDD. 16,18,19 First-generation antidepressants are not preferred for routine use 16,18,19 due to their low therapeutic index (i.e. small margin between effective and toxic doses), which results in a greater likelihood of toxicity; 16,35,36 and, potentially serious adverse events (for example, seizures, arrhythmias, and coma). 16,37 Nonetheless, first-generation antidepressants could be reserved as an option on a case-by-case basis for selected patients with recurrent MDD who had previously responded to, and safely tolerated, them."
Singapore Major depressive disorder achieving and sustaining remission (Mar 2025).pdf::p8-8::s0015::prescribing-antidepressants-for-mdd::c1,Singapore Major depressive disorder achieving and sustaining remission (Mar 2025).pdf,8,8,Prescribing antidepressants for MDD,1,214,"Prescribing antidepressants for MDD Refer to Table 1 for key considerations to guide selection of an antidepressant for MDD treatment. Table 1 provides a list of all locally-registered second-generation antidepressants with proven efficacy over placebo in achieving remission, with some variation in efficacy and tolerability (though these differences are mostly statistically insignificant).38 Antidepressants are associated with different adverse effects, contraindications, drug interactions, and costs, which reinforces the importance of shared decision-making with the patient when selecting pharmacotherapy. Routine use of pharmacogenomic tests to select the choice and dose of antidepressants for newly-diagnosed patients with MDD is not currently recommended due to the inconsistent and low-certainty evidence, biased by lack of blinding.10,39 When initiating antidepressant therapy, start at a low dose to reduce the risk of adverse effects and facilitate adherence.17 During the initial months of treatment and dose changes, monitor patients closely for emergent suicidal thoughts and behaviour, especially those under 25 years of age or with pre-existing suicide risk.40 Advise patients to seek medical attention immediately if symptoms emerge. Among patients with depression, observational data suggests that the risk of suicidal behaviour and self-harm may be highest during the initial one to three months after starting an antidepressant and one month after stopping an antidepressant.41 Closer monitoring during these periods is therefore warranted."
Singapore Major depressive disorder achieving and sustaining remission (Mar 2025).pdf::p8-9::s0016::patient-communication-points-at-new-onset-of-mdd::c1,Singapore Major depressive disorder achieving and sustaining remission (Mar 2025).pdf,8,9,Patient communication points at new onset of MDD,1,649,"Patient communication points at new onset of MDD Discussion regarding MDD and its treatment includes the following key points: • Symptoms and biopsychosocial causes of MDD. • Goal of treatment: to achieve and sustain remission, which includes relief of symptoms and restoration of functioning.10 • Available non-pharmacological and pharmacological treatments, and potential adverse effects. • Pharmacological treatment course: ◦ While some improvement in symptoms may occur as early as 2 weeks of starting antidepressant treatment, the full benefit is typically observed between 4 to 12 weeks.42,43 ◦ MDD management extends beyond the acute episode and includes maintenance treatment after remission, to reduce the risk of relapse.10 • The importance of treatment adherence: Emphasise that if the patient decides to discontinue antidepressant treatment, these medications should not be abruptly stopped but rather tapered off gradually.18,44 This is to minimise the development of discontinuation symptoms.17,19,§ • Importance of returning to clinic if experiencing worsening symptoms, suicidal thoughts, abnormally elevated or irritable mood, or intolerable side effects of treatment. • Available online resources (MindSG, Mindline), helplines to call, as well as support schemes and services. § Some international guidelines prefer the term ‘withdrawal symptoms’, as this reflects the potential for physical dependence to develop when antidepressants are taken for weeks to months. This ACG uses ‘discontinuation symptoms’, acknowledging its familiarity to clinicians in the local context. Page 9 Table 1. Key considerations for selecting a second-generation antidepressant in MDD. Antidepressants listed are locally-registered for MDD treatment. Information sourced from international literature^10,16,36,45–55 and local drug information resources^56–57 (including package inserts). The information in this table is not exhaustive of the subject matter. Refer to package inserts and drug information resources for further details — including contraindications, drug interactions, and medication doses. Second-generation antidepressant for treating MDD** Other labelled indications†† Key precautions‡‡ Additional considerations ➕ Advantageous ➖ Disadvantageous ⭘ May be advantageous or disadvantageous, depending on context of individual patient Selective serotonin reuptake inhibitor Escitalopram GAD, OCD, panic disorder Risk of bleeding abnormalities with SSRIs; bleeding tendency may be increased if concurrently used with anticoagulants, or medications that affect platelet function (e.g. NSAIDs and aspirin). Dose-dependent QTc prolongation (higher risk than other SSRIs). ➕ Lower treatment drop-out due to side effects, compared to other antidepressants ➖ Greater propensity for weight gain compared to other antidepressants Fluoxetine Bulimia nervosa, OCD, pre-menstrual dysphoric disorder Risk of bleeding abnormalities with SSRIs; bleeding tendency may be increased if concurrently used with anticoagulants, or medications that affect platelet function (e.g. NSAIDs and aspirin). Strong inhibitor of CYP2D6. ➕ Lower treatment drop-out due to side effects, compared to other antidepressants ➕ Suitable for patients with poor medication adherence due to a long half-life ➕ Lower risk of discontinuation symptoms compared to other antidepressants ➖ Insomnia very commonly reported ➖ Greater difficulty in switching to another antidepressant due to long half-life ⭘ Activating effect Fluvoxamine OCD Risk of bleeding abnormalities with SSRIs; bleeding tendency may be increased if concurrently used with anticoagulants, or medications that affect platelet function (e.g. NSAIDs and aspirin). Strong inhibitor of CYP1A2, CYP2C19, and CYP3A4. ➖ Sedating effect Paroxetine Pre-menstrual dysphoric disorder, social anxiety disorder Risk of bleeding abnormalities with SSRIs; bleeding tendency may be increased if concurrently used with anticoagulants, or medications that affect platelet function (e.g. NSAIDs and aspirin). Strong inhibitor of CYP2D6; contraindicated for concurrent use with CYP2D6 substrates that can prolong QT interval. ➖ Greater propensity for anticholinergic effects compared to other antidepressants ➖ Higher risk of discontinuation symptoms compared to other antidepressants ➖ Greater propensity for weight gain compared to other antidepressants ➖ Sedating effect Sertraline OCD, panic disorder, pre-menstrual dysphoric disorder, PTSD, social anxiety disorder Risk of bleeding abnormalities with SSRIs; bleeding tendency may be increased if concurrently used with anticoagulants, or medications that affect platelet function (e.g. NSAIDs and aspirin). ➕ Dose adjustment not routinely required in renal insufficiency ➖ Insomnia very commonly reported ⭘ Activating effect Serotonin–norepinephrine reuptake inhibitor"
Singapore Major depressive disorder achieving and sustaining remission (Mar 2025).pdf::p9-10::s0017::desvenlafaxine::c1,Singapore Major depressive disorder achieving and sustaining remission (Mar 2025).pdf,9,10,Desvenlafaxine,1,510,"Desvenlafaxine Nil Risk of bleeding abnormalities with SNRIs; bleeding tendency may be increased if concurrently used with anticoagulants, or medications that affect platelet function (e.g. NSAIDs and aspirin). May cause increased blood pressure (therefore may not be suitable for patients with uncontrolled hypertension). ➖ Insomnia very commonly reported ➖ Higher risk of discontinuation symptoms compared to other antidepressants Venlafaxine GAD, panic disorder, social anxiety disorder Risk of bleeding abnormalities with SNRIs; bleeding tendency may be increased if concurrently used with anticoagulants, or medications that affect platelet function (e.g. NSAIDs and aspirin). May cause increased blood pressure (therefore may not be suitable for patients with uncontrolled hypertension). ➖ Insomnia very commonly reported ➖ Higher risk of discontinuation symptoms compared to other antidepressants Duloxetine Diabetic peripheral neuropathic pain, GAD, pain associated with fibromyalgia Risk of bleeding abnormalities with SNRIs; bleeding tendency may be increased if concurrently used with anticoagulants, or medications that affect platelet function (e.g. NSAIDs and aspirin). May cause increased blood pressure and is contraindicated in patients with uncontrolled hypertension. Contraindicated if substantial alcohol use is present, if severe renal impairment (creatinine clearance <30 mL/min) is present, or if liver disease is present. Contraindicated for concurrent use with strong CYP1A2 inhibitors (such as ciprofloxacin and fluvoxamine). ➖ Higher risk of discontinuation symptoms compared to other antidepressants Continued on next page Second-generation antidepressant for treating MDD** Other labelled indications†† Key precautions‡‡ Additional considerations + Advantageous - Disadvantageous • May be advantageous or disadvantageous, depending on context of individual patient Melatonergic agonist and serotonergic antagonist Agomelatine GAD May cause hepatotoxicity; contraindicated in patients with hepatic impairment or transaminases exceeding 3x upper limit of normal. Concurrent use with strong CYP1A2 inhibitors (such as ciprofloxacin and fluvoxamine) is contraindicated. + Lower treatment drop-out due to side effects, compared to other antidepressants + Lower propensity to cause sexual dysfunction compared to SSRIs and SNRIs + No discontinuation symptoms; no dosage tapering is needed on treatment discontinuation • Sedating effect Norepinephrine and dopamine reuptake inhibitor Bupropion Nil Contraindicated in patients with a seizure disorder or with history of/current bulimia or anorexia nervosa. Contraindicated in patients undergoing abrupt discontinuation of alcohol or sedatives. + Lower propensity to cause sexual dysfunction compared to SSRIs and SNRIs + Evidence of efficacy for smoking cessation (off-label use) – Insomnia very commonly reported • Associated with weight loss • Activating effect Noradrenergic, specific serotonergic antidepressant Mirtazapine Nil May cause orthostatic hypotension. + Lower propensity for sexual dysfunction compared to SSRIs and SNRIs + Lower propensity for hyponatraemia compared to SSRIs and SNRIs – Greater propensity for anticholinergic effects compared to other antidepressants – Greater propensity for weight gain compared to other antidepressants • Sedating effect Serotonin antagonist and reuptake inhibitor Trazodone Nil May cause orthostatic hypotension and QTc prolongation. Risk of bleeding abnormalities; bleeding tendency may be increased if concurrently used with anticoagulants, or medications that affect platelet function (e.g. NSAIDs and aspirin). + Lower risk of discontinuation symptoms compared to other antidepressants – Higher treatment drop-out due to side effects, compared to other antidepressants • Sedating effect Multimodal serotonergic antidepressant"
Singapore Major depressive disorder achieving and sustaining remission (Mar 2025).pdf::p10-11::s0018::vortioxetine::c1,Singapore Major depressive disorder achieving and sustaining remission (Mar 2025).pdf,10,11,Vortioxetine,1,289,"Vortioxetine Nil Risk of bleeding abnormalities; bleeding tendency may be increased if concurrently used with anticoagulants, or medications that affect platelet function (e.g. NSAIDs and aspirin). + Lower treatment drop-out due to side effects, compared to other antidepressants + Dose adjustment not routinely required in renal and hepatic insufficiency + Evidence of efficacy for improving cognitive function and memory (off-label use) CYP1A2, cytochrome P450 family 1 subfamily A member 2; CYP2C19, cytochrome P450 family 2 subfamily C member 19; CYP2D6, cytochrome P450 family 2 subfamily D member 6; CYP3A4, cytochrome P450 family 3 subfamily A member 4; GAD, generalized anxiety disorder; MDD, major depressive disorder; NSAIDs, non-steroidal anti-inflammatory drugs; OCD, obsessive-compulsive disorder; PTSD, post-traumatic stress disorder; QTc, corrected QT interval; SNRIs, serotonin-norepinephrine reuptake inhibitors; SSRIs, selective serotonin reuptake inhibitors ** Medications underlined denote availability on government subsidy list at the time of publication. Please refer to the Ministry of Health website for the latest list of subsidised medications. †† Typically, an antidepressant may be used to simultaneously treat MDD and other labelled indications. However, note that such scenarios are clinically more complex - dosing and treatment strategy would need to be tailored accordingly, and may require specialist input. Labelled indications are based on available brand-specific package inserts in the Health Sciences Authority (HSA) website. ‡‡ Serotonin syndrome may occur with antidepressants, especially in cases of overdose or when an antidepressant is co-administered with other serotonergic medications (including another antidepressant). This is caused by excessive stimulation of serotonin receptors, and is mild to severe symptoms may emerge (including neuromuscular abnormalities, autonomic hyperactivity, or altered mental status).§§ The risk of serotonin syndrome with agomelatine is considered to be low, as it does not increase serotonin levels.§§ Management considerations for special populations"
Singapore Major depressive disorder achieving and sustaining remission (Mar 2025).pdf::p11-11::s0019::older-adults-65-years-old-and-above::c1,Singapore Major depressive disorder achieving and sustaining remission (Mar 2025).pdf,11,11,Older adults (65 years old and above),1,158,"Older adults (65 years old and above) Psychotherapy remains an effective treatment of depression for older adults.60 The efficacy of antidepressants among this population is less established,61 especially SSRIs.62 Therefore, where acceptable to the patient (i.e. receptive and able to engage in therapy) and feasible, psychotherapy is preferred for older patients with MDD. If prescribing an antidepressant, lower doses and more gradual titration may be required due to physiological changes that accompany advancing age. Note that antidepressants (especially SSRIs and SNRIs) have been associated with hyponatraemia, although such events are overall not very common.54 Consider also the potential for drug-drug interactions, as elderly patients may already be prescribed other medications for comorbid conditions. Patients with comorbid dementia The magnitude of depression symptom reduction with psychotherapy may be small for patients with dementia,63 although other non-pharmacological interventions have been found to reduce depression symptoms among this population.64 Efficacy of antidepressants for treating depression in this cohort is not established.65,66"
Singapore Major depressive disorder achieving and sustaining remission (Mar 2025).pdf::p11-12::s0020::patients-with-comorbid-anxiety-symptoms::c1,Singapore Major depressive disorder achieving and sustaining remission (Mar 2025).pdf,11,12,Patients with comorbid anxiety symptoms,1,393,"Patients with comorbid anxiety symptoms Comorbidity with anxiety symptoms is associated with reduced likelihood of remission in MDD,67,68 and thus represents a higher severity of illness. More extensive interventions may therefore be warranted (for example, combination of an antidepressant with psychotherapy). Evidence of antidepressant anxiolytic effects in MDD is limited but indicate that antidepressants (including SSRIs,69 SNRIs,70,71 bupropion,69 and vortioxetine72) reduce anxiety symptoms in MDD. No significant differences between agents have been reported.69-71 Overall, the presence of comorbid anxiety symptoms does not influence selection of antidepressant for MDD.10 However, if patients are diagnosed with generalised anxiety disorder (GAD), note that SSRIs or SNRIs are preferred; please refer to the GAD ACG for further details. Patients with neurodevelopmental disorders (for example, intellectual disability, autism spectrum disorder, or attention-deficit/hyperactivity disorder) Patients with neurodevelopmental disorders may have atypical presentation of depression. Involve specialist care in assessment and treatment planning, as needed. Interventions should be adapted to the person’s needs (for example, developmental level and communication skills). Patient communication points on other treatments for MDD In addition to antidepressants and psychological treatment, various other treatments exist for MDD: Exercise Encourage exercise as a complement to pharmacotherapy or psychological treatment for all patients with MDD, as even simple activities like walking and jogging have been found to reduce depression symptoms.73 St John’s Wort Evidence suggests St John’s Wort reduces depression symptoms. However, different extract preparations were employed in RCTs,74 limiting recommendations for St John’s Wort in international guidelines.17–19 Caution patients that St John’s Wort may interact adversely with other medications, and emphasise that it should not be taken alongside antidepressants due to the risk of serotonin syndrome.75 Acupuncture While recent systematic reviews have found a positive effect of acupuncture on depression symptoms, the quality of the underlying evidence remains insufficient (for example, due to risk of bias concerns in RCTs).76,77 For patients interested in receiving acupuncture for treating MDD, advise them not to discontinue mainstay treatment (antidepressant and/or psychological treatment). Social prescribing of community-based programmes Emerging evidence suggests that community interventions such as music therapy, art therapy, exercise programmes, and community gardening may help reduce depression symptoms. However, more research is needed to better understand their effectiveness.78-80 For patients interested in joining community-based programmes, advise that they may be used as a complement to mainstay treatment (antidepressant and/or psychological treatment). 12 Management of suboptimal response to initial treatment"
Singapore Major depressive disorder achieving and sustaining remission (Mar 2025).pdf::p12-12::s0021::recommendation-5::c1,Singapore Major depressive disorder achieving and sustaining remission (Mar 2025).pdf,12,12,Recommendation 5,1,342,"Recommendation 5 If response to initial treatment is suboptimal, assess possible reasons before adjusting management strategy. Some improvement in symptoms may occur as early as 2 weeks after starting antidepressant treatment, although the full benefit is typically observed between 4 to 12 weeks, with adequate dosing.42,43 Periodically monitor treatment progress in terms of symptom reduction (for example, via PHQ-9) and adverse effects of medications. Use this information to guide treatment decisions (for example, if dose or choice of antidepressant needs to be changed), as such measurement-based care enhances treatment adherence and remission rates.81 Note that high antidepressant doses may not be required to elicit a treatment response. For example, the balance between SSRIs’ efficacy and acceptability tends to be optimal at lower doses (fluoxetine: between 20 mg and 40 mg per day; escitalopram: between 10 mg and 20 mg per day; paroxetine: between 20 mg and 30 mg per day; sertraline: between 50 mg and 100 mg per day; 42 fluvoxamine: evidence on optimal dose is less established due to greater imprecision, but a recent systematic review suggests that its efficacy may not be increased with doses above 150 mg per day). 83 Suboptimal response may also be observed with psychological treatment. As evidence suggests that improvement in depression symptoms may be most rapid within the first 8 to 9 sessions of psychotherapy,84 a lack of improvement during this period may indicate the therapy is ineffective. If treatment response remains suboptimal - for example, less than 50% reduction in depression symptom scores - after an adequate treatment trial (about 4 to 12 weeks of antidepressant at appropriate therapeutic dose and/or about 8 to 9 sessions of psychotherapy), assess possible reasons for this.16 Reasons may include: 16, 18, 19, 85 Ongoing psychosocial stressors and poor coping mechanisms ► For example, financial pressure, interpersonal conflicts, or recent diagnosis of a severe medical condition. Suboptimal treatment adherence ► Routinely check compliance to treatment: patients may independently stop taking medication or reduce the dose in response to adverse effects or if they perceive treatment is ineffective."
Singapore Major depressive disorder achieving and sustaining remission (Mar 2025).pdf::p12-12::s0022::diagnostic-inaccuracy-or-presence-of-other-mental-health-con::c1,Singapore Major depressive disorder achieving and sustaining remission (Mar 2025).pdf,12,12,Diagnostic inaccuracy or presence of other mental health conditions,1,100,"Diagnostic inaccuracy or presence of other mental health conditions ► For example, missed diagnosis of bipolar or psychotic depression, addictive disorder, or personality disorder. ► Note that the emergence of manic or hypomanic symptoms during antidepressant treatment may indicate the presence of bipolar depression.5 Comorbid conditions that may limit response to treatment or mimic depression symptoms such as fatigue ► For example, anaemia, hypothyroidism, poor glycaemic regulation, or antidepressant-induced hyponatraemia. If response remains suboptimal after assessing, and where possible, addressing reasons for treatment ineffectiveness, a change in management strategy may be required (please refer to Figure 4 for recommended strategies)."
Singapore Major depressive disorder achieving and sustaining remission (Mar 2025).pdf::p12-13::s0023::referral-considerations::c1,Singapore Major depressive disorder achieving and sustaining remission (Mar 2025).pdf,12,13,Referral considerations,1,197,"Referral considerations Specialist involvement may be required for assessing and addressing reasons for initial treatment ineffectiveness (for example, to detect and treat comorbid psychosis). If the second treatment attempt (Figure 4) still produces suboptimal response, patients may benefit from referral to specialist services. 13 Figure 4. Changes in management strategy when initial response is suboptimal ✔ Recommended adjustments to management strategy When there is a need to adjust the management strategy, treatment with a combination of psychotherapy and antidepressants is the approach best supported by current evidence.86 However, shared decision-making with the patient is required, as some may prefer less intensive treatment options, such as switching to another antidepressant or to another psychological treatment. When initial treatment involved psychological treatment ➕ Add an antidepressant if this is not currently provided Direct evidence supporting this approach is limited,87 though the overall efficacy of combining psychotherapy with antidepressants is well established.26,87 🔄 Switch to an alternative psychological treatment This may involve switching from supportive counselling to psychotherapy, or switching from one form of psychotherapy to another. There is a lack of direct supporting evidence,86 but this option may be useful for patients who are not willing to start antidepressants."
Singapore Major depressive disorder achieving and sustaining remission (Mar 2025).pdf::p13-13::s0024::when-initial-treatment-involved-an-antidepressant::c1,Singapore Major depressive disorder achieving and sustaining remission (Mar 2025).pdf,13,13,When initial treatment involved an antidepressant,1,113,"When initial treatment involved an antidepressant ➕ Add psychotherapy if this is not currently provided Evidence indicates that this combined approach results in sizeable increases to remission rates, compared to solely continuing antidepressant treatment.86 ➕ Add mirtazapine to an SSRI or an SNRI This approach also increases remission rates, although with a smaller magnitude of benefit compared to adding psychotherapy.86 🔄 Switch to another antidepressant Evidence supporting this approach is limited;86 Note that a wash-out period may be required when switching to a new medication.19 🔄 Switch to psychological treatment Although there is a lack of direct evidence to support this approach,86 it may be useful for patients unwilling to continue antidepressant treatment."
Singapore Major depressive disorder achieving and sustaining remission (Mar 2025).pdf::p13-14::s0025::snri-serotonin-norepinephrine-reuptake-inhibitor-ssri-select::c1,Singapore Major depressive disorder achieving and sustaining remission (Mar 2025).pdf,13,14,"SNRI, serotonin–norepinephrine reuptake inhibitor; SSRI, selective serotonin reuptake inhibitor",1,151,"SNRI, serotonin–norepinephrine reuptake inhibitor; SSRI, selective serotonin reuptake inhibitor ❌ Strategies that are not preferred for treating depression, compared to the strategies above Not preferred as routine practice in primary care without consulting a specialist: • Adding an antipsychotic medication (such as aripiprazole, brexpiprazole, or quetiapine) to an antidepressant: While this may result in increased remission rates, it may also result in increased treatment discontinuation due to adverse effects.86 Not preferred as evidence of efficacy is not currently established: • Switching from an antidepressant to an antipsychotic: this approach has not demonstrated efficacy in reducing depression symptoms and results in increased treatment discontinuation due to adverse effects.86 • Adding lithium or anti-epileptics (such as lamotrigine, sodium valproate, or topiramate) to an antidepressant: Current evidence examines lithium and anti-epileptics as augmentation but not as switching options. Evidence of efficacy for these augmentation agents is not established.86 Management to reduce risk of relapse"
Singapore Major depressive disorder achieving and sustaining remission (Mar 2025).pdf::p14-14::s0026::recommendation-6::c1,Singapore Major depressive disorder achieving and sustaining remission (Mar 2025).pdf,14,14,Recommendation 6,1,287,"Recommendation 6 Continue treatment after remission to reduce relapse risk; if antidepressants are prescribed, continue at optimal dose for at least 6 months after remission. After remission from the acute MDD episode, patients who receive no treatment are at higher risk of relapse compared to those who do.13,14 Therefore, it is important to provide maintenance treatment post-remission. Current evidence indicates that the following treatments are effective in reducing relapse risk:13-15 • Continuation of antidepressant treatment. • Provision of psychological treatment (effective even with tapering of antidepressants). Tailor the duration of psychological treatment based on individual patient’s needs. • Combination of psychological treatment and antidepressants. Continuation of antidepressants for at least 6 months after remission is recommended because relapse occurs most frequently during this time.14 Maintain the same dose that achieved remission in the acute phase (optimal dose),16,19 unless there are reasons to adjust it (for example, due to adverse effects).19 After 6 months, initiate a conversation with the patient for shared decision-making regarding further continuation of antidepressants. Consider the following key factors (Figure 5) when making a shared decision with the patient. Figure 5. Key considerations for continuing or discontinuing antidepressants after 6-month maintenance treatment Considerations for continuing antidepressants • Elevated risk of relapse with discontinuation.14 • The presence of key factors associated with relapse risk, such as the presence of post-treatment residual symptoms, prior depression episodes, or childhood trauma.89 For patients assessed to be at high risk of relapse, international guidelines recommend continuing antidepressants for at least two years after remission.10,18 Considerations for discontinuing antidepressants • Relapse risk may be managed by providing psychological treatment while tapering antidepressants.13,88 • Greater difficulty in discontinuing antidepressants after longer duration of use, due to greater incidence of discontinuation symptoms.48"
Singapore Major depressive disorder achieving and sustaining remission (Mar 2025).pdf::p14-15::s0027::clinical-uncertainty::c1,Singapore Major depressive disorder achieving and sustaining remission (Mar 2025).pdf,14,15,Clinical uncertainty,1,149,"Clinical uncertainty As few MDD antidepressant randomised controlled trials (RCTs) have follow-up periods of over 1 year, high-quality evidence on long-term benefits and harms is not yet established14 and is still emerging.90 Observational studies have investigated potential health harms with long-term antidepressant use and report mixed findings, but remain inconclusive due to concerns of confounding.91,92 If a decision is made to discontinue antidepressant treatment, minimise discontinuation symptoms by gradually reducing (tapering) the antidepressant dose.17 Longer duration of antidepressant use is associated with greater incidence of discontinuation symptoms. Hence, slower tapering may be required.48 Antidepressants with a short half-life also need to be tapered more slowly.19 Among patients with depression, observational data suggests that the risk of suicidal behaviour and self-harm may be highest during the initial one to three months after starting an antidepressant and one month after stopping an antidepressant.41 Closer monitoring during these periods is therefore warranted."
Singapore Major depressive disorder achieving and sustaining remission (Mar 2025).pdf::p15-16::s0028::patient-communication-points-after-remission::c1,Singapore Major depressive disorder achieving and sustaining remission (Mar 2025).pdf,15,16,Patient communication points after remission,1,179,"Patient communication points after remission • Explain the need for maintenance treatment post-remission: to reduce the risk of relapse.13,14 • Discuss the options of continuing or discontinuing antidepressants after 6 months of maintenance treatment (Figure 5). • Advise patients to monitor for discontinuation symptoms and potential increase in suicidality when antidepressants are discontinued; antidepressant discontinuation symptoms can be summarised using the acronym FINISH:93 ◦ Flu-like symptoms (lethargy, fatigue, headache, aches, sweating) ◦ Insomnia (with vivid dreams or nightmares) ◦ Nausea (vomiting may occur) ◦ Imbalance (dizziness, light-headedness) ◦ Sensory disturbances (“burning” or “tingling” sensations) ◦ Hyperarousal (anxiety, irritability, agitation, aggression, mania) • Advise patients to monitor for symptoms of relapse, so that treatment can be provided promptly. Supplement 1: MDD management considerations for perinatal populations This supplement addresses the principles of care for pregnant and postpartum women. As an additional and practical resource for primary and generalist care, the principles presented here are not exhaustive of the subject matter, acknowledging that healthcare professionals in these settings may also refer or co-manage with specialists as required. Pregnant and postpartum women"
Singapore Major depressive disorder achieving and sustaining remission (Mar 2025).pdf::p16-16::s0029::assessment::c1,Singapore Major depressive disorder achieving and sustaining remission (Mar 2025).pdf,16,16,Assessment,1,229,"Assessment • The Edinburgh Postnatal Depression Scale is a tailored assessment tool and may be used to assess depression symptoms in the pregnant or postpartum stage.94 • DSM or ICD criteria informs the diagnosis of MDD. Note that sleep, energy levels, and appetite may be disrupted during pregnancy, which may be conflated with MDD symptoms. • In addition to typical mental state assessments for adults, check for any impairments to mother-child bonding. Other factors that inform management planning include obstetric health, breastfeeding status, experience of pregnancy/parenting (including specific stressors), social or partner support, and caregiving responsibilities.94 Problems with sleep can be addressed, if present.95 Principles of management for patients with a diagnosis of MDD (if managing in primary or generalist care) • Overall, psychological treatment is preferred over antidepressants for treating MDD in the perinatal period:16,96–98 ◦ Patients in these populations tend to prefer non-pharmacological treatment.16,99 ◦ Psychotherapy has proven efficacy for treating perinatal depression, especially cognitive behavioural therapy.100,101 - Current evidence indicates that supportive counselling is efficacious in treating postpartum depression.101 • For patients at higher severity, optimise decision-making by discussing treatment options, including medications and seeking specialist advice or referral. • Given that poor mental health is a significant contributor to maternal mortality102 and that perinatal depression may also result in adverse health outcomes for the child,101,104 providing antidepressant treatment is preferred over not treating perinatal depression:"
Singapore Major depressive disorder achieving and sustaining remission (Mar 2025).pdf::p16-16::s0030::considerations-for-use-of-antidepressants-in-perinatal-mdd::c1,Singapore Major depressive disorder achieving and sustaining remission (Mar 2025).pdf,16,16,Considerations for use of antidepressants in perinatal MDD,1,222,"Considerations for use of antidepressants in perinatal MDD | | Benefits | Risks | |---------------|----------|-------| | Pregnancy | No direct evidence of efficacy,101 although efficacy among the general adult population is well established.38 | There is considerable uncertainty in the evidence concerning adverse outcomes with antidepressant use during pregnancy, and these adverse outcomes remain overall rare: potential risks include those to the mother (such as postpartum haemorrhage and preeclampsia) and to the child (including risks of pre-term birth and lower APGAR scores).105,107,108 | | | For women already receiving antidepressant treatment, discontinuation during pregnancy may be associated with increased risk of relapse.106 | | | Postpartum | Evidence of efficacy, though few trials have been conducted.109 Nonetheless, efficacy among the general adult population is well established.38 | Uncertain as evidence on risks is limited.100,110 | • If starting an antidepressant, note that international guidelines recommend SSRIs,18,96,111,45 although evidence of efficacy is only established for sertraline in treating postpartum depression.105 Most reports have found no adverse effects of sertraline on breastfed infants.112 • Whilst not developed specifically for the local population, references such as UKTIS, MotherToBaby, and LactMed may facilitate patient education and discussion. • Always check if the patient is breastfeeding so that lactational safety of medications can be taken into account. • Consider specialist input if deciding to initiate an antidepressant."
Singapore Major depressive disorder achieving and sustaining remission (Mar 2025).pdf::p16-17::s0031::clinical-and-community-resources::c1,Singapore Major depressive disorder achieving and sustaining remission (Mar 2025).pdf,16,17,Clinical and community resources,1,208,"Clinical and community resources Non-pharmacological and pharmacological interventions tailored for the perinatal population are available in tertiary care settings, such as: • The National University Hospital Women’s Emotional Health Service • KK Women’s and Children’s Hospital • Institute of Mental Health APGAR, appearance, pulse, grimace, activity, respiration; DSM, Diagnostic and Statistical Manual of Mental Disorders; ICD, International Classification of Diseases; MDD, major depressive disorder; SSRIs, selective serotonin reuptake inhibitors; UKTIS, UK Teratology Information Service ^19 Please refer to package inserts for brand-specific indications and guidance on use in perinatal populations. In addition to the Expert Group, the following perinatal psychiatry expert advisers generously contributed their insights and reviewed this supplement: Asst Prof Cornelia Chee (NUH) | Clin Assoc Prof Helen Chen (KKH) | Dr Gillian Lim (IMH) Supplement 2: MDD management considerations for children and adolescents This supplement addresses the principles of care for children and adolescents. As an additional and practical resource for primary and generalist care, the principles presented here are not exhaustive of the subject matter, acknowledging that healthcare professionals in these settings can consult child and adolescent mental health service providers and may also refer or co-manage with specialists as required. Children (6 to 12 years old) and adolescents (13 to 17 years old)"
